Ticker,Bond_ID,CF,Year
FVH2020,US912828YH74,0.8248,2020
FVM2020,US912828YY08,0.8345,2020
FVU2020,US912828ZF00,0.7859,2020
FVZ2020,US912828ZW33,0.7761,2020
TUH2020,US912828U816,0.9344,2020
TUM2020,US912828W895,0.9324,2020
TUU2020,US9128287C81,0.9272,2020
TUZ2020,US912828TY62,0.9219,2020
TYH2020,US9128285M81,0.8107,2020
TYM2020,US9128285M81,0.815,2020
TYU2020,US9128285M81,0.8194,2020
TYZ2020,US9128285M81,0.8238,2020
FVH2020,US912828YM69,0.822,2020
FVM2020,US912828Z526,0.817,2020
FVU2020,US912828ZL77,0.7775,2020
FVZ2020,US91282CAB72,0.7725,2020
TUH2020,US912828V723,0.9294,2020
TUM2020,US912828X471,0.9294,2020
TUU2020,US912828XW50,0.9303,2020
TUZ2020,US912828YF19,0.9263,2020
TYH2020,US9128286B18,0.7728,2020
TYM2020,US9128286B18,0.7778,2020
TYU2020,US9128286B18,0.7828,2020
TYZ2020,US9128286B18,0.788,2020
FVH2020,US912828YV68,0.8192,2020
FVM2020,US912828ZC78,0.8041,2020
FVU2020,US912828ZT04,0.7689,2020
FVZ2020,US91282CAJ09,0.7689,2020
TUH2020,US912828W556,0.9263,2020
TUM2020,US912828XR65,0.9241,2020
TUU2020,US912828YA22,0.9196,2020
TUZ2020,US912828YK04,0.9208,2020
TYH2020,US9128286T26,0.7507,2020
TYM2020,US9128286T26,0.756,2020
TYU2020,US9128286T26,0.7614,2020
TYZ2020,US9128286T26,0.7668,2020
FVH2020,US912828YY08,0.8265,2020
FVM2020,US912828ZF00,0.7756,2020
FVU2020,US912828ZW33,0.7654,2020
FVZ2020,US91282CAM38,0.7654,2020
TUH2020,US912828W895,0.9233,2020
TUM2020,US912828XW50,0.921,2020
TUU2020,US912828YF19,0.9164,2020
TUZ2020,US912828YW42,0.9187,2020
TYH2020,US912828U246,0.7873,2020
TYM2020,US912828V988,0.8006,2020
TYU2020,US912828X885,0.8072,2020
TYZ2020,US912828YB05,0.712,2020
FVH2020,US912828Z526,0.8084,2020
FVM2020,US912828ZL77,0.767,2020
FVU2020,US91282CAB72,0.7618,2020
FVZ2020,US91282CAT80,0.7618,2020
TUH2020,US912828YZ72,0.9283,2020
TUM2020,US912828ZG82,0.9079,2020
TUU2020,US912828ZX16,0.9038,2020
TUZ2020,US91282CAN11,0.9038,2020
TYH2020,US912828V988,0.7943,2020
TYM2020,US912828X885,0.8012,2020
TYU2020,US912828YB05,0.7055,2020
TYZ2020,US912828YS30,0.7139,2020
FVH2020,US912828ZC78,0.7951,2020
FVM2020,US912828ZT04,0.7583,2020
FVU2020,US91282CAJ09,0.7583,2020
FVZ2020,US91282CAZ41,0.7635,2020
TUH2020,US912828Z609,0.9208,2020
TUM2020,US912828ZM50,0.8994,2020
TUU2020,US91282CAC55,0.8994,2020
TUZ2020,US91282CAR25,0.8994,2020
TYH2020,US912828X885,0.7953,2020
TYM2020,US912828YB05,0.6991,2020
TYU2020,US912828YS30,0.7077,2020
TYZ2020,US912828Z948,0.6905,2020
FVH2020,US912828ZF00,0.7654,2020
FVM2020,US912828ZW33,0.7548,2020
FVU2020,US91282CAM38,0.7548,2020
FVZ2020,US91282CBC47,0.7601,2020
TUH2020,US912828ZA13,0.9129,2020
TUM2020,US912828ZR48,0.8951,2020
TUU2020,US91282CAG69,0.8951,2020
TUZ2020,US91282CAX92,0.8951,2020
TYH2020,US912828YB05,0.6928,2020
TYM2020,US912828YS30,0.7016,2020
TYU2020,US912828Z948,0.6841,2020
TYZ2020,US912828ZQ64,0.6226,2020
TUH2020,US912828ZG82,0.8955,2020
TUM2020,US912828ZX16,0.8908,2020
TUU2020,US91282CAN11,0.8908,2020
TUZ2020,US91282CBD20,0.8908,2020
TYH2020,US912828YG91,0.7674,2020
TYM2020,US912828YX25,0.774,2020
TYU2020,US912828ZE35,0.7142,2020
TYZ2020,US912828ZV59,0.7075,2020
TYH2020,US912828YQ73,0.7674,2020
TYM2020,US912828Z781,0.7607,2020
TYU2020,US912828ZN34,0.7075,2020
TYZ2020,US91282CAD39,0.7009,2020
TYH2020,US912828YS30,0.6956,2020
TYM2020,US912828Z948,0.6777,2020
TYU2020,US912828ZQ64,0.615,2020
TYZ2020,US91282CAE12,0.615,2020
TYH2020,US912828YU85,0.7674,2020
TYM2020,US912828ZB95,0.7408,2020
TYU2020,US912828ZS21,0.7075,2020
TYZ2020,US91282CAH43,0.7075,2020
TYH2020,US912828YX25,0.7669,2020
TYM2020,US912828ZE35,0.7052,2020
TYU2020,US912828ZV59,0.6984,2020
TYZ2020,US91282CAL54,0.6915,2020
TYH2020,US912828Z781,0.7532,2020
TYM2020,US912828ZN34,0.6984,2020
TYU2020,US91282CAD39,0.6915,2020
TYZ2020,US91282CAU53,0.6984,2020
TYH2020,US912828Z948,0.6714,2020
TYM2020,US912828ZQ64,0.6075,2020
TYU2020,US91282CAE12,0.6075,2020
TYZ2020,US91282CAV37,0.6258,2020
TYH2020,US912828ZB95,0.7326,2020
TYM2020,US912828ZS21,0.6984,2020
TYU2020,US91282CAH43,0.6984,2020
TYZ2020,US91282CAY75,0.7052,2020
TYH2021,US9128283F58,,2021
TYM2021,US9128283W81,0.8272,2021
TYU2021,US9128284N73,0.8338,2021
TYZ2021,US9128284V99,0.8338,2021
FVH2021,US912828ZT04,0.7908,2021
FVM2021,US91282CAJ09,0.7908,2021
FVU2021,US91282CAZ41,0.7953,2021
FVZ2021,US91282CBQ33,0.7999,2021
TUH2021,US9128283U26,0.9379,2021
TUM2021,US9128284D91,0.9426,2021
TUU2021,US9128284U17,0.9447,2021
TUZ2021,US9128285D82,0.9488,2021
TYM2021,US9128284N73,0.8286,2021
TYU2021,US9128284V99,0.8286,2021
TYZ2021,US9128285M81,0.8423,2021
FVH2021,US912828ZW33,0.7871,2021
FVM2021,US91282CAM38,0.7871,2021
FVU2021,US91282CBC47,0.7917,2021
FVZ2021,US91282CBT71,0.8056,2021
TUH2021,US9128284A52,0.9397,2021
TUM2021,US9128284L18,0.9443,2021
TUU2021,US9128284X55,0.9419,2021
TUZ2021,US9128285K26,0.9465,2021
TYM2021,US9128284V99,0.8235,2021
TYU2021,US9128285M81,0.8376,2021
TYZ2021,US9128286B18,0.8094,2021
FVH2021,US91282CAB72,0.7834,2021
FVM2021,US91282CAT80,0.7834,2021
